Probe set,Descriptions,BCR-ABL-R4 Avg Diff,BCR-ABL-R4 Abs Call,MLL-R5 Avg Diff,MLL-R5 Abs Call,Normal-R4 Avg Diff,Normal-R4 Abs Call,T-ALL-R7 Avg Diff,T-ALL-R7 Abs Call,T-ALL-R8 Avg Diff,T-ALL-R8 Abs Call,Hyperdip>50-2M#3 Avg Diff,Hyperdip>50-2M#3 Abs Call,Hypodip-2M#3 Avg Diff,Hypodip-2M#3 Abs Call,Hypodip-2M#2 Avg Diff,Hypodip-2M#2 Abs Call
41433_at,"Cluster Incl. M73255:Human vascular cell adhesion molecule-1 (VCAM1) gene, complete CDS /cds=(124,2343) /gb=M73255 /gi=340195 /ug=Hs.109225 /len=3103",321.19999999999999,A,-2677.6999999999998,A,-821.5,A,2508.6999999999998,M,-1471.7,A,-397,A,898.79999999999995,A,-251,A
41434_at,Cluster Incl. AF070557:Homo sapiens clone 24422 mRNA sequence /cds=UNKNOWN /gb=AF070557 /gi=3387923 /ug=Hs.109268 /len=1615,74.799999999999997,A,667.70000000000005,A,-299.5,A,-101.8,A,-1322.8,A,109.2,A,364,A,491.89999999999998,A
41435_at,"Cluster Incl. AB014554:Homo sapiens mRNA for KIAA0654 protein, partial cds /cds=(0,3281) /gb=AB014554 /gi=3327121 /ug=Hs.109299 /len=4081",1476.9000000000001,A,2042.5999999999999,A,1026.5999999999999,A,970.20000000000005,A,-600.60000000000002,A,-611.29999999999995,A,-235.90000000000001,A,1925.8,A
41436_at,"Cluster Incl. AJ224901:Homo sapiens mRNA for ZNF198 protein /cds=(184,4317) /gb=AJ224901 /gi=3647276 /ug=Hs.109526 /len=5050",6134.6000000000004,P,-1068.8,A,6358.1000000000004,P,3650.1999999999998,P,4456.1000000000004,P,3712,P,3259.6999999999998,P,1499.0999999999999,P
41437_at,"Cluster Incl. AL080118:Homo sapiens mRNA; cDNA DKFZp564F1123 (from clone DKFZp564F1123) /cds=(0,462) /gb=AL080118 /gi=5262548 /ug=Hs.109538 /len=880",473.39999999999998,A,-4326.3000000000002,A,72.299999999999997,A,1817.5,P,1087.3,A,1071.0999999999999,P,729.60000000000002,A,737.70000000000005,A
41438_at,Cluster Incl. AL049923:Homo sapiens mRNA; cDNA DKFZp547E2210 (from clone DKFZp547E2210) /cds=UNKNOWN /gb=AL049923 /gi=4884169 /ug=Hs.109694 /len=2717,-384.10000000000002,A,2355.6999999999998,A,2182.8000000000002,P,6779.3000000000002,P,5285.3999999999996,P,5991.1000000000004,P,4197.6999999999998,P,1734.4000000000001,P
41439_at,"Cluster Incl. AJ001381:Homo sapiens incomplete cDNA for a mutated allele of a myosin class I, myh-1c /cds=(0,1309) /gb=AJ001381 /gi=2764616 /ug=Hs.109805 /len=2518",2482.5999999999999,A,-3582,A,967.39999999999998,M,976,A,4147.1999999999998,P,1698.0999999999999,P,226.80000000000001,A,-176.09999999999999,A
41440_at,"Cluster Incl. D82061:Homo sapiens mRNA for a member of the short-chain alcohol dehydrogenase family, partial cds /cds=(2,781) /gb=D82061 /gi=1616919 /ug=Hs.109993 /len=958",1165.5999999999999,A,-1186.7,A,2790.5999999999999,A,1464.2,A,3019.0999999999999,A,1202.2,A,1623.5,A,1477.5999999999999,A
41441_at,"Cluster Incl. M55654:Human TATA-binding protein mRNA, complete cds /cds=(241,1260) /gb=M55654 /gi=339491 /ug=Hs.1100 /len=1854",329.39999999999998,A,2589.6999999999998,A,2113.5999999999999,P,296.19999999999999,A,1036.2,A,3067.3000000000002,P,1486.5,A,2628.5,M
41442_at,"Cluster Incl. AB010419:Homo sapiens mRNA for MTG8-related protein MTG16a, complete cds /cds=(158,2119) /gb=AB010419 /gi=3256263 /ug=Hs.110099 /len=4221",6187.6999999999998,P,2471.9000000000001,A,10676,P,7677.5,P,12079.5,P,15339.4,P,4131.1000000000004,P,2647.4000000000001,A
41443_at,"Cluster Incl. U63127:Human SEC7 homolog Tic (TIC) mRNA, complete cds /cds=(63,3233) /gb=U63127 /gi=4097506 /ug=Hs.110121 /len=4738",7512.6999999999998,P,12284.5,P,3466.0999999999999,P,12995.4,P,10144.700000000001,P,7942.5,P,5752.1999999999998,P,5181.5,P
41444_at,"Cluster Incl. AF013588:Homo sapiens mitogen-activated protein kinase kinase 7 (MKK7) mRNA, complete cds /cds=(67,1326) /gb=AF013588 /gi=3108198 /ug=Hs.110299 /len=1461",2574.5,A,-2284.4000000000001,A,-950,A,-562.20000000000005,A,978.20000000000005,A,509.5,A,520.20000000000005,A,-175,A
41445_at,"Cluster Incl. X02812:Human mRNA for transforming growth factor-beta (TGF-beta) /cds=(841,2016) /gb=X02812 /gi=37092 /ug=Hs.1103 /len=2745",2260.8000000000002,A,2516.9000000000001,A,2365,A,1748.5999999999999,A,2660.6999999999998,A,2967.1999999999998,P,1965,A,4696.3999999999996,A
41446_f_at,"Cluster Incl. H68340:yr82b10.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-211771 /clone_end=3   /gb=H68340 /gi=1027080 /ug=Hs.110440 /len=484",3475.4000000000001,A,6532.3999999999996,M,2153.1999999999998,P,11873.200000000001,A,4489.6000000000004,P,-1670.8,A,4959.1999999999998,P,445.10000000000002,A
41447_at,"Cluster Incl. AB023207:Homo sapiens mRNA for KIAA0990 protein, complete cds /cds=(494,2902) /gb=AB023207 /gi=4589623 /ug=Hs.110488 /len=4565",3356.5999999999999,A,2880,A,9617.2999999999993,P,2386.5999999999999,P,4114.1999999999998,P,2949.1999999999998,P,5553,P,4954.5,P
41448_at,"Cluster Incl. AC004080:Homo sapiens PAC clone DJ0170O19 from 7p15-p21 /cds=(0,1247) /gb=AC004080 /gi=2822164 /ug=Hs.110637 /len=1248",872.89999999999998,A,5080.1000000000004,P,-2,A,598.10000000000002,A,-1485.7,A,294.60000000000002,A,531.29999999999995,A,679.79999999999995,A
41449_at,"Cluster Incl. AJ000534:Homo sapiens mRNA for epsilon-sarcoglycan /cds=(68,1381) /gb=AJ000534 /gi=2969925 /ug=Hs.110708 /len=1658",-1663.9000000000001,A,1701.3,A,1227.0999999999999,A,1450,A,1280.5999999999999,A,610.89999999999998,A,-270.30000000000001,A,1465.7,A
41450_at,"Cluster Incl. AI553878:tn30a05.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2169104 /clone_end=3   /gb=AI553878 /gi=4486241 /ug=Hs.110796 /len=670",7025,A,1553.5,A,2729.9000000000001,A,6413.1999999999998,A,3471.8000000000002,A,7860.1000000000004,P,7458.3000000000002,P,4727.6999999999998,M
41451_s_at,Cluster Incl. W28498:50e2 Homo sapiens cDNA /gb=W28498 /gi=1308653 /ug=Hs.110796 /len=786,2879.5999999999999,A,2150,A,876.5,A,3245.9000000000001,P,4174.8000000000002,P,3368.5,P,1456.0999999999999,A,4244.6000000000004,P
41452_at,"Cluster Incl. AB023232:Homo sapiens mRNA for KIAA1015 protein, complete cds /cds=(192,2711) /gb=AB023232 /gi=4589679 /ug=Hs.110839 /len=4284",192.09999999999999,A,-2273.9000000000001,A,824.79999999999995,A,1011,A,-925.5,A,361.69999999999999,A,196.40000000000001,A,1218.5,A
41453_at,"Cluster Incl. U49089:Human neuroendocrine-dlg (NE-dlg) mRNA, complete cds /cds=(233,2686) /gb=U49089 /gi=1515354 /ug=Hs.11101 /len=3100",-949.79999999999995,A,-2286.5,A,-395.60000000000002,A,1.7,A,-2523.0999999999999,A,1207.3,P,-651.39999999999998,A,-956.10000000000002,A
41454_at,Cluster Incl. W27949:39h3 Homo sapiens cDNA /gb=W27949 /gi=1307897 /ug=Hs.111029 /len=735,2284.4000000000001,A,5786.8000000000002,P,4364.1999999999998,P,2578.1999999999998,P,2146.5999999999999,A,3219.0999999999999,P,2982,P,5041.5,P
41455_at,"Cluster Incl. AB018255:Homo sapiens mRNA for KIAA0712 protein, complete cds /cds=(752,5515) /gb=AB018255 /gi=3882144 /ug=Hs.111138 /len=6476",167.69999999999999,A,1328.3,A,21.800000000000001,A,492.30000000000001,A,915.10000000000002,A,381.69999999999999,A,1467.8,M,1291.2,P
41456_at,"Cluster Incl. AB019410:Homo sapiens mRNA, expressed in fibroblasts of periodontal ligament, complete cds, clone-PDL-190 /cds=(572,1117) /gb=AB019410 /gi=4587130 /ug=Hs.11127 /len=1876",-174.40000000000001,A,-2547.5999999999999,A,344.89999999999998,A,656.89999999999998,A,-2862.5,A,84,A,16.199999999999999,A,1191.9000000000001,A
41457_at,"Cluster Incl. AB007883:Homo sapiens KIAA0423 mRNA, partial cds /cds=(0,5090) /gb=AB007883 /gi=2887420 /ug=Hs.111373 /len=5960",2097.5,A,678.20000000000005,A,1651.4000000000001,P,268,A,1575.3,A,1470.0999999999999,P,2250.5999999999999,P,1889.7,P
41458_at,"Cluster Incl. AB007936:Homo sapiens mRNA for KIAA0467 protein, partial cds /cds=(0,6167) /gb=AB007936 /gi=3413895 /ug=Hs.11147 /len=6216",8378.6000000000004,P,6981.8000000000002,A,9767.2999999999993,P,6166.1000000000004,P,4667.5,A,3906.5,A,5284.6999999999998,P,6142.1999999999998,A
41459_at,"Cluster Incl. M73047:Homo sapiens tripeptidyl peptidase II mRNA, complete cds /cds=(23,3772) /gb=M73047 /gi=339879 /ug=Hs.1117 /len=4626",2764.0999999999999,P,-3382.3000000000002,A,-227.59999999999999,A,391.10000000000002,A,1837.5,A,682.79999999999995,P,827.10000000000002,A,3155.0999999999999,P
41460_at,"Cluster Incl. AF080561:Homo sapiens SYT interacting protein SIP mRNA, complete cds /cds=(80,2089) /gb=AF080561 /gi=3746786 /ug=Hs.11170 /len=2766",4906,P,3527.4000000000001,A,5096.8000000000002,P,5752.5,P,4329.6999999999998,P,3794.5,P,5204.6000000000004,P,5640.3000000000002,P
41461_at,"Cluster Incl. U13695:Human homolog of yeast mutL (hPMS1) gene, complete cds /cds=(0,2798) /gb=U13695 /gi=535512 /ug=Hs.111749 /len=2799",2827.5999999999999,A,328.19999999999999,A,3011.0999999999999,P,1178.5,A,1506,A,1345.7,P,2284,P,1564.0999999999999,A
41462_at,"Cluster Incl. AF065482:Homo sapiens sorting nexin 2 (SNX2) mRNA, complete cds /cds=(29,1588) /gb=AF065482 /gi=3152937 /ug=Hs.11183 /len=2037",6431.3000000000002,P,2255.5,A,9774.6000000000004,P,1984.4000000000001,P,1660.5,A,11649.9,P,11382.299999999999,P,8212.7999999999993,P
41463_at,"Cluster Incl. AL042729:DKFZp434B0222_s1 Homo sapiens cDNA, 3 end /clone=DKFZp434B0222 /clone_end=3   /gb=AL042729 /gi=5422178 /ug=Hs.112023 /len=785",4363.8000000000002,P,3640.9000000000001,P,131.69999999999999,A,-164.80000000000001,A,3699.1999999999998,M,1782.9000000000001,P,1217.9000000000001,A,1790,A
41464_at,"Cluster Incl. AB002337:Human mRNA for KIAA0339 gene, complete cds /cds=(686,4468) /gb=AB002337 /gi=2224618 /ug=Hs.112078 /len=6446",2751,A,6739.1000000000004,A,5190,P,2639.4000000000001,A,3118,A,3869.8000000000002,A,3962.1999999999998,A,2689,A
41465_at,"Cluster Incl. AJ236885:Homo sapiens mRNA for ZBP-89 protein /cds=(391,2775) /gb=AJ236885 /gi=4454256 /ug=Hs.112180 /len=3032",-926.70000000000005,A,1359.0999999999999,A,506.80000000000001,A,1314.0999999999999,A,-450.10000000000002,A,1930.9000000000001,P,2012.2,P,733.79999999999995,A
41466_s_at,"Cluster Incl. L04282:Human CACCC box-binding protein mRNA, complete cds /cds=(390,1754) /gb=L04282 /gi=388318 /ug=Hs.112180 /len=2378",962.89999999999998,A,837.89999999999998,A,446.60000000000002,A,2407.3000000000002,A,-441.69999999999999,A,853,P,1208,A,-1502.3,A
41467_at,"Cluster Incl. AF070071:Homo sapiens MutS homolog (MSH5) mRNA, complete cds /cds=(234,2738) /gb=AF070071 /gi=3831702 /ug=Hs.112193 /len=2881",251.90000000000001,A,-544.29999999999995,A,2225.4000000000001,P,264,A,1747.2,A,-306.69999999999999,A,1135.5,A,2135.0999999999999,P
41468_at,"Cluster Incl. M30894:Human T-cell receptor Ti rearranged gamma-chain mRNA V-J-C region, complete cds /cds=(140,1156) /gb=M30894 /gi=339406 /ug=Hs.112259 /len=1586",1845.5999999999999,A,-471.5,A,995.60000000000002,A,4729.1999999999998,A,4678.1999999999998,A,473.19999999999999,A,14064.200000000001,P,8118.6000000000004,A
41469_at,"Cluster Incl. L10343:Huma elafin gene, complete cds /cds=(516,869) /gb=L10343 /gi=190337 /ug=Hs.112341 /len=871",-1675.2,A,5429.6999999999998,A,1570.3,A,2084,A,-394.5,A,681.29999999999995,A,-314.5,A,831.29999999999995,A
41470_at,"Cluster Incl. AF027208:Homo sapiens AC133 antigen mRNA, complete cds /cds=(37,2634) /gb=AF027208 /gi=2688948 /ug=Hs.112360 /len=3794",1393.3,A,25677.400000000001,P,-1364.5,A,-1243.3,A,-600.10000000000002,A,2592,P,804.70000000000005,A,1641.0999999999999,P
41471_at,"Cluster Incl. W72424:zd66a09.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-345592 /clone_end=3   /gb=W72424 /gi=1382379 /ug=Hs.112405 /len=604",17597.5,P,3992.3000000000002,A,588.39999999999998,A,49248.699999999997,P,7999.5,P,352,P,42382,P,11762.6,P
41472_at,"Cluster Incl. AL078641:Human DNA sequence from clone 494G10 on chromosome 22 Contains part of a gene similar to phorbolin 2, ESTs and a GSS /cds=(0,419) /gb=AL078641 /gi=5162948 /ug=Hs.112449 /len=751",1985,A,367.60000000000002,A,1121.8,M,1325.2,A,-311.69999999999999,A,953.10000000000002,P,2401.5999999999999,M,10551.200000000001,P
41473_at,"Cluster Incl. L05779:Human cytosolic epoxide hydrolase mRNA, complete cds /cds=(41,1705) /gb=L05779 /gi=181394 /ug=Hs.113 /len=2100",-1744,A,-2488.1999999999998,A,-1525.5,A,1102,A,2850.6999999999998,A,-485.60000000000002,A,87.799999999999997,A,-692.20000000000005,A
41474_at,"Cluster Incl. Y08319:H.sapiens mRNA for kinesin-2 /cds=(18,2057) /gb=Y08319 /gi=1922312 /ug=Hs.113319 /len=2872",1159.4000000000001,A,-1277.0999999999999,A,2129.1999999999998,P,2960.4000000000001,P,8584.6000000000004,P,3731.5999999999999,P,3428,P,7252.3999999999996,P
41475_at,"Cluster Incl. U91512:Human adhesion molecule ninjurin mRNA, complete cds /cds=(20,478) /gb=U91512 /gi=3077898 /ug=Hs.11342 /len=1221",-531.89999999999998,A,-3419.3000000000002,A,-82.299999999999997,A,773.20000000000005,A,1759.8,A,2719.5999999999999,A,-336,A,-2983,A
41476_at,"Cluster Incl. N36926:yy38e04.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-273534 /clone_end=3   /gb=N36926 /gi=1158068 /ug=Hs.11364 /len=575",490.80000000000001,A,-2498,A,2696.0999999999999,A,483.10000000000002,A,-1053.0999999999999,A,1340.4000000000001,M,-630.5,A,1958.0999999999999,A
41477_at,"Cluster Incl. AJ007557:Homo sapiens mRNA for inwardly-rectifying potassium channel Kir7.1 /cds=(116,1198) /gb=AJ007557 /gi=3650319 /ug=Hs.11364 /len=2931",-1842.3,A,-1828.4000000000001,A,-72.400000000000006,A,2039.2,A,722.89999999999998,A,340.89999999999998,A,-257.5,A,-1272.5999999999999,A
41478_at,"Cluster Incl. AL033538:Human DNA sequence from clone 477H23 on chromosome 22q12.1-12.2. Contains parts of one or two novel genes. Contains ESTs and GSSs /cds=(0,1937) /gb=AL033538 /gi=4165236 /ug=Hs.11390 /len=6145",-1458.8,A,-132.80000000000001,A,36.600000000000001,A,834.60000000000002,A,-2581.5,A,403.69999999999999,A,-812.39999999999998,A,421.60000000000002,A
41479_s_at,"Cluster Incl. AF029670:Homo sapiens Rad51C truncated protein (RAD51C) mRNA, complete cds /cds=(16,423) /gb=AF029670 /gi=2909802 /ug=Hs.11393 /len=565",-820.60000000000002,A,2664.5,A,1631.5,A,1917,A,3677.9000000000001,P,525.79999999999995,A,1130.7,A,1498.7,A
41480_at,"Cluster Incl. AF029669:Homo sapiens Rad51C (RAD51C) mRNA, complete cds /cds=(42,1172) /gb=AF029669 /gi=2909800 /ug=Hs.11393 /len=1280",1622.5,A,562.39999999999998,A,-265.69999999999999,A,-981.29999999999995,A,1357,A,1211.8,A,-573.10000000000002,A,538.29999999999995,A
41481_at,"Cluster Incl. X17033:Human mRNA for integrin alpha-2 subunit /cds=(48,3593) /gb=X17033 /gi=33906 /ug=Hs.1142 /len=5373",-853.10000000000002,A,3936.8000000000002,A,-318.69999999999999,A,-1782.9000000000001,A,-1189.8,A,-357.30000000000001,A,-509.30000000000001,A,-724.70000000000005,A
41602_at,"Cluster Incl. AB015202:Homo sapiens gene for hippocalcin /cds=(235,816) /gb=AB015202 /gi=4417205 /ug=Hs.114215 /len=1584",-1478.7,A,-2272.1999999999998,A,-839.10000000000002,A,1494.3,A,-696.5,A,-1663.5,A,-1031.3,A,-1742.5,A
41603_at,"Cluster Incl. U02609:Human transducin-like protein mRNA, complete cds /cds=(392,1951) /gb=U02609 /gi=414535 /ug=Hs.114416 /len=2475",2724.0999999999999,A,3359.4000000000001,A,1380.4000000000001,P,511.19999999999999,A,2689.5999999999999,A,2171,P,1866.8,A,2309,A
41604_at,Cluster Incl. U79297:Human clone 23589 mRNA sequence /cds=UNKNOWN /gb=U79297 /gi=1710280 /ug=Hs.11506 /len=1612,3354.4000000000001,A,4025.4000000000001,P,4494.8999999999996,P,4889.8000000000002,P,4572.5,P,3623.3000000000002,P,5535.1000000000004,P,6743.5,A
41605_at,"Cluster Incl. AL035419:Human DNA sequence from clone 1100H13 on chromosome 20q11.2 Contains a gene for a novel protein, ESTs, STSs, GSSs and two CpG Islands /cds=(0,667) /gb=AL035419 /gi=4581270 /ug=Hs.115197 /len=668",-764.20000000000005,A,-2700.3000000000002,A,302.80000000000001,A,1062.8,A,102.3,A,351,A,85.099999999999994,A,474.30000000000001,A
41606_at,"Cluster Incl. AJ005940:Homo sapiens mRNA for GTP-binding protein /cds=(65,1168) /gb=AJ005940 /gi=4127987 /ug=Hs.115242 /len=1383",8113.3000000000002,P,3964.3000000000002,P,4839.1000000000004,P,5034.8999999999996,P,6364.3999999999996,P,5602.5,P,8235.3999999999996,P,10521.700000000001,P
41607_at,"Cluster Incl. U09550:Human oviductal glycoprotein mRNA, complete cds /cds=(12,2048) /gb=U09550 /gi=1184036 /ug=Hs.1154 /len=2198",173.40000000000001,A,-3222.1999999999998,A,-428.5,A,-1992.4000000000001,A,-476.5,A,779.10000000000002,A,1885.4000000000001,A,1612.4000000000001,A
41608_at,"Cluster Incl. X58022:Human mRNA for corticotropin-releasing factor binding protein  (CRF-BP) /cds=(46,1014) /gb=X58022 /gi=30218 /ug=Hs.115617 /len=1248",1.8,A,5200.6000000000004,A,1022.5,P,229.5,A,-1265.3,A,301.69999999999999,A,264.10000000000002,A,97.299999999999997,A
41609_at,"Cluster Incl. U15085:Human HLA-DMB mRNA, complete cds /cds=(233,1024) /gb=U15085 /gi=557701 /ug=Hs.1162 /len=1362",33691.800000000003,P,20100,P,40755,P,10137,P,3587.9000000000001,A,31973.099999999999,P,7974.3999999999996,P,4478.1000000000004,P
41610_at,"Cluster Incl. AB011105:Homo sapiens mRNA for KIAA0533 protein, partial cds /cds=(0,4939) /gb=AB011105 /gi=3043589 /ug=Hs.11669 /len=5117",1392.0999999999999,A,-588.10000000000002,A,430.19999999999999,A,155.80000000000001,A,103.40000000000001,A,-138.69999999999999,A,410.19999999999999,A,1115.3,A
41611_at,"Cluster Incl. L40371:Homo sapiens thyroid receptor interactor (TRIP4) mRNA, 3 end of cds /cds=(0,860) /gb=L40371 /gi=703111 /ug=Hs.116784 /len=1100",601.10000000000002,A,828.60000000000002,A,-72,A,918,A,383.19999999999999,A,313.19999999999999,A,501.10000000000002,A,1088.5,A
41612_at,"Cluster Incl. AB007872:Homo sapiens KIAA0412 mRNA, partial cds /cds=(363,2246) /gb=AB007872 /gi=2887444 /ug=Hs.117077 /len=6530",-374.80000000000001,A,1974.5,A,295.39999999999998,A,124.2,A,-196,A,773.70000000000005,P,391.69999999999999,A,-196,A
41613_at,"Cluster Incl. AB002295:Human mRNA for KIAA0297 gene, partial cds /cds=(0,3815) /gb=AB002295 /gi=2224534 /ug=Hs.11711 /len=8039",2393.5999999999999,A,55.299999999999997,A,-164.19999999999999,A,-666.60000000000002,A,466.30000000000001,A,419.80000000000001,A,-747.29999999999995,A,50.700000000000003,A
41614_at,"Cluster Incl. AB014608:Homo sapiens mRNA for KIAA0708 protein, partial cds /cds=(0,5262) /gb=AB014608 /gi=3327229 /ug=Hs.117177 /len=5404",1824.2,A,-25.600000000000001,A,2921.3000000000002,P,-209.59999999999999,A,2245.0999999999999,A,3145,P,2171.3000000000002,P,2751.8000000000002,P
41615_at,"Cluster Incl. U94780:Human meningioma-expressed antigen 6 (MEA6) mRNA, complete cds /cds=(314,2728) /gb=U94780 /gi=2231998 /ug=Hs.117242 /len=3658",159,A,1911.5999999999999,A,469.80000000000001,A,1273.2,A,-780,A,-252.90000000000001,A,-165.5,A,-192.69999999999999,A
41616_at,"Cluster Incl. AB009690:Homo sapiens mRNA for parvulin, complete cds /cds=(31,426) /gb=AB009690 /gi=5420452 /ug=Hs.11774 /len=991",-1165.5999999999999,A,-16.699999999999999,A,-36.600000000000001,A,115,A,-303.89999999999998,A,433.80000000000001,A,1060.4000000000001,A,-468.30000000000001,A
41617_at,"Cluster Incl. AI349593:qp73f07.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1928677 /clone_end=3   /gb=AI349593 /gi=4086799 /ug=Hs.117848 /len=485",-1299.7,A,1937,A,500.10000000000002,M,1169.5,A,4467.8999999999996,P,2239.8000000000002,M,1783,A,776,M
41618_at,"Cluster Incl. M91669:Human Bullous pemphigoid autoantigen BP180 gene, 3 end /cds=(0,4598) /gb=M91669 /gi=179516 /ug=Hs.117938 /len=4669",661.29999999999995,A,-643.29999999999995,A,117.8,A,322.39999999999998,A,861.39999999999998,A,302.19999999999999,A,377.39999999999998,A,-843.89999999999998,A
41619_at,"Cluster Incl. AL022398:dJ434O14.4 (Interferon Regulatory Factor 6) /cds=(68,1471) /gb=AL022398 /gi=3355547 /ug=Hs.11801 /len=4077",1420.5999999999999,A,1340.2,A,1285.4000000000001,A,1821.3,A,3701.6999999999998,A,1792,A,3215.4000000000001,A,4250.1999999999998,P
41620_at,"Cluster Incl. AB018259:Homo sapiens mRNA for KIAA0716 protein, complete cds /cds=(191,2488) /gb=AB018259 /gi=3882152 /ug=Hs.118140 /len=4652",38.600000000000001,A,996.20000000000005,A,154,A,-277.69999999999999,A,896.29999999999995,A,590.10000000000002,A,-245.90000000000001,A,-67.700000000000003,A
41621_i_at,"Cluster Incl. AA868898:ak55b08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1409847 /clone_end=3   /gb=AA868898 /gi=2964343 /ug=Hs.118281 /len=938",-608.10000000000002,A,2906.9000000000001,A,4102.5,P,1188.5999999999999,A,3619.1999999999998,P,2090.6999999999998,P,2543.9000000000001,P,3212.5,P
41622_r_at,"Cluster Incl. AA868898:ak55b08.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1409847 /clone_end=3   /gb=AA868898 /gi=2964343 /ug=Hs.118281 /len=938",2074.3000000000002,A,269.60000000000002,A,4441.1999999999998,P,2418.9000000000001,P,3703.6999999999998,P,2238.6999999999998,P,5203.6000000000004,P,2097.6999999999998,P
41623_s_at,"Cluster Incl. AA932443:oo75b11.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1571997 /clone_end=3   /gb=AA932443 /gi=3087224 /ug=Hs.118556 /len=475",-740.89999999999998,A,-1278.0999999999999,A,-370.30000000000001,A,-722.20000000000005,A,-2413.0999999999999,A,-407.5,A,-1189.8,A,-1064.0999999999999,A
41624_r_at,"Cluster Incl. AA932443:oo75b11.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1571997 /clone_end=3   /gb=AA932443 /gi=3087224 /ug=Hs.118556 /len=475",7157.8999999999996,A,5833.8999999999996,A,3275.4000000000001,A,4342.8000000000002,A,-5057.3999999999996,A,2542.8000000000002,A,6529.1000000000004,A,5345.5,A
41625_at,"Cluster Incl. AB011165:Homo sapiens mRNA for KIAA0593 protein, partial cds /cds=(0,2844) /gb=AB011165 /gi=3043709 /ug=Hs.11861 /len=4924",1377.9000000000001,A,536.60000000000002,A,5593.1000000000004,P,3875.9000000000001,P,3665.9000000000001,P,6302.1000000000004,P,2752.5999999999999,P,2169.9000000000001,P
41626_at,"Cluster Incl. AF098162:Homo sapiens timeless homolog mRNA, complete cds /cds=(142,3768) /gb=AF098162 /gi=3929582 /ug=Hs.118631 /len=4361",3334.8000000000002,A,5636.6999999999998,P,2583.0999999999999,A,-42.700000000000003,A,4531.3999999999996,A,1902,A,1627.0999999999999,A,2663.1999999999998,M
